name_ima,Expected,Catalog_predict,WildClip_predict,BioCLIP_predict
0_0_589b01fe-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,fox
0_0_589cb2f9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_589cb330-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,dog
0_0_589e6611-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_589e669e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_589e67ad-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,empty
0_0_589e68d0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58a0209d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58a02105-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58a023bf-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58a1ca3b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_58a1ca53-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58a1ca89-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_58a1caa5-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,badger
0_0_58a1cb3c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,fox
0_0_58a37ac4-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58a37b98-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,fox,fox
0_0_58a37bc7-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58a37c6f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58a37cc6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58a52ff1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58a53138-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_58a6e658-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58a6e7ea-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,skunk
0_0_58a6e8ea-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58a6e966-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,badger
0_0_58a8a17c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,empty
0_0_58a8a2f3-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_58a8a344-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,dog,fox
0_0_58a8a382-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58aa583f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,rabbit
0_0_58aa5851-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_58aa588e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_58aa59bb-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,rodent
0_0_58aa5b44-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58ac0b91-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58ac0c9d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58ac0ca8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_58ac0cdd-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58ac0e6c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,dog
0_0_58adc2f6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_58adc396-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58adc39f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_58adc3d1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_58adc44b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,badger
0_0_58af74ac-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,fox,fox
0_0_58af758d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58af76a3-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_58b12fc1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,badger
0_0_58b130d7-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58b13223-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58b132ec-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58b2ed11-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_58b2ed5e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_58b2ed6a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_58b2ee46-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58b2ee9f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,badger
0_0_58b2efe7-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_58b2eff2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58b2f087-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_58b4aa7a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58b4ab89-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58b4abf0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58b664d6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_58b6651b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,rodent
0_0_58b66552-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58b665a6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_58b6667b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58b666b0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58b666da-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_58b6671e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,badger
0_0_58b82150-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_58b82158-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_58b821f7-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,skunk
0_0_58b82208-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_58b822ac-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_58b9d617-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,fox
0_0_58b9d811-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58b9d887-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58b9d8d4-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58bb89d3-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_58bb8a7c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_58bb8ad0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,raccoon
0_0_58bb8b2e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58bb8b68-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58bd1b16-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_58bd1b5d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_58bd1bff-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58bd1c9a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_58bd1d24-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58bd1d67-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58bea7d7-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58bea814-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58bea85b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58c035ce-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_58c036a1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_58c1c078-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58c1c07e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_58c1c1e8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58c34bc0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,squirrel,fox
0_0_58c34c76-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58c34c96-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,fox
0_0_58c34d08-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58c34d13-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_58c34de0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58c34eb3-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58c4d786-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58c4d80a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,fox
0_0_58c4d865-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_58c4d8df-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,rabbit
0_0_58c4d926-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58c662d8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58c66319-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58c6655c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,fox,dog
0_0_58c7f00a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_58c7f055-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58c7f0ad-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58c7f0c3-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58c7f16a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_58c7f1d0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,badger
0_0_58c7f21f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,skunk
0_0_58c7f29c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_58c97a8b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58c97ad1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58c97b9a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58c97ba5-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_58c97bc3-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_58c97cfa-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,fox
0_0_58c97d08-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,badger
0_0_58c97d5f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,badger
0_0_58c97d86-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_58c97da2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58cb12ac-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_58cca517-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_58cca61e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58cca625-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58cca65b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_58cca694-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58cca752-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,rabbit
0_0_58cca7a2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_58cca7cd-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58cca89b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,squirrel
0_0_58ce3d39-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58ce4081-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58ce4098-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58cfc927-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58cfc98b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_58cfc9dc-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bird,badger
0_0_58cfc9f2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_58cfca3a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_58cfca62-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,skunk
0_0_58cfcc9e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_58d1610f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,badger
0_0_58d161ad-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_58d2e9d9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58d2ebd8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58d2ec69-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,badger
0_0_58d2ed48-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,dog
0_0_58d2ed85-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_58d47bcf-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,squirrel
0_0_58d47e1a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,dog
0_0_58d47e74-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,skunk
0_0_58d613db-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58d613df-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58d6143e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58d614f4-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_58d614fb-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_58d7a0cc-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_58d7a1c3-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_58d7a20c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,skunk,badger
0_0_58d7a21a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58d7a34c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_58d92f11-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_58d92f32-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_58d93019-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58d9303d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58d930c8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58d931ed-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_58dabd8a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58dabe11-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58dabe9d-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58dabeff-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58dabf68-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_58dac06e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,rodent
0_0_58dc4c31-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58dc4d4f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58dc4dca-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,rabbit
0_0_58dc4dcc-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58ddd52c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58ddd6b2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_58ddd72b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_58ddd7b2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58df67f2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58df69ae-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58df6a5f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_58e0f4de-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58e0f4f6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_58e0f5ed-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,rabbit
0_0_58e0f625-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58e0f659-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58e0f691-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_58e0f765-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_58e0f76a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58e2801c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58e28199-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58e2821a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_58e28224-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58e28251-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58e282ae-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58e28349-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58e40c9b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_58e40e1f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58e59755-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58e59aac-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58e72479-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58e7248c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58e724c9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bird,fox
0_0_58e724cf-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58e72580-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58e72587-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58e725c0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,fox
0_0_58e72613-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58e726b4-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_58e939b0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_58e93a14-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,dog
0_0_58e93a79-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_58e93b14-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58e93b6e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58e93bf7-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58e93c05-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_58eac833-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58eac8a6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58eac965-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,raccoon
0_0_58eac9ca-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58ec564f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58ec56dd-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,skunk
0_0_58ec56e1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58ec56f2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58ec57cf-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,fox
0_0_58ede156-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58ede1aa-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58ede211-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58ede2b0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,badger
0_0_58ede2c8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_58ede3f8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58ede470-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,squirrel,badger
0_0_58ef6dff-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58ef6e46-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58ef7047-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58f105d9-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,coyote,fox
0_0_58f10624-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58f10732-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58f10745-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58f1087c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58f1088f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,fox
0_0_58f29394-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58f293ae-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58f2942e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58f29485-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58f294c8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58f295e0-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58f4220f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58f422c2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,deer,cat
0_0_58f42413-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58f5af41-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58f5afb4-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,fox
0_0_58f5b0d1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,squirrel
0_0_58f5b1ed-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58f5b289-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,badger,dog
0_0_58f73c8c-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58f73d6a-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,dog
0_0_58f73f67-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_58f8cca8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58f8ccfa-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58f8cd06-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58f8cd74-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58f8cdbe-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58f8ce98-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,rabbit
0_0_58f8cf74-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_58f8cf96-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58fa5da5-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58fa5dce-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58fa5f1f-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58fa5f5e-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58fbeb92-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,badger
0_0_58fbebc2-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,empty,badger
0_0_58fbebf8-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58fbecea-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,bobcat,fox
0_0_58fbed98-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58fbede1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58fbee4b-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,raccoon
0_0_58fbeeb1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,rabbit
0_0_58fbeec1-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58fbeef6-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,raccoon,badger
0_0_58fd7b80-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58fd7cc4-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58fd7d50-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rodent,fox
0_0_58ff0d41-23d2-11e8-a6a3-ec086b02610b,opossum,opossum,rabbit,raccoon
